,id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,sqft_above,sqft_basement,yr_built,sqft_living15,sqft_lot15
11474,8910500226,370350.0,3,3.5,1340,1168,2.0,1080,260,2002,1650,1378
6279,1681400010,885000.0,4,2.75,2730,3560,1.5,1550,1180,1921,1860,3560
20436,1424069110,675000.0,4,2.5,2620,6114,2.0,2620,0,2011,2620,5808
257,5127001620,315000.0,3,1.75,1580,11455,1.0,1200,380,1974,1550,10650
11191,7940710070,394000.0,3,2.5,1370,4400,1.0,1370,0,1988,1630,4400
15359,2413300980,287000.0,3,2.25,2300,7200,1.0,1550,750,1978,2000,7350
20181,7853400250,645000.0,4,3.5,2910,5260,2.0,2910,0,2012,2910,5260
5746,9542801310,267000.0,3,2.25,2510,9900,1.0,1610,900,1978,1940,8510
21126,1890000169,545000.0,3,2.5,1280,1845,3.0,1280,0,2009,1450,1889
13000,2720000120,295000.0,3,1.0,1380,7575,1.0,1380,0,1963,1320,7600
11170,9424400105,525000.0,4,1.75,2280,5959,1.0,1250,1030,1947,1640,5911
3571,7888780090,277950.0,3,2.5,2100,6021,2.0,2100,0,1992,2091,7547
16876,3501100280,460000.0,2,1.0,850,4650,1.0,850,0,1975,980,4700
7559,3905100220,535000.0,3,2.5,1720,4006,2.0,1720,0,1994,1780,3974
14192,723000150,1005000.0,3,2.5,2570,5000,1.0,1480,1090,1940,2420,5484
16266,8691310980,730000.0,4,2.5,2750,10351,2.0,2750,0,1998,3370,10351
7305,2297400250,445000.0,4,2.75,2160,7200,1.0,1220,940,1976,1790,7614
17998,2892600056,216000.0,2,1.0,1130,12500,1.0,1130,0,1953,1270,10798
5647,5273200080,619950.0,2,1.0,1520,5400,1.0,920,600,1951,1600,5400
16484,5145100460,469500.0,4,2.5,2090,7241,1.0,1140,950,2001,1510,7402
1743,5561401260,508000.0,4,2.25,3320,53392,2.0,2000,1320,1986,3230,43129
13002,7732650040,1135000.0,4,2.5,3370,10602,2.0,3370,0,1999,2950,9949
8227,7504101280,722800.0,3,3.25,4330,14600,2.0,3630,700,1985,3220,12672
17131,8581400345,315000.0,4,3.0,2210,4191,2.0,2210,0,2004,890,4288
11518,7129302800,420000.0,3,1.5,1780,5000,1.0,1030,750,1958,1780,7500
19073,9551201560,760000.0,2,1.0,1410,3600,1.5,1310,100,1925,1740,4200
6281,1546600020,760000.0,3,2.5,2280,12746,1.0,1490,790,1973,2100,12746
10191,2648000071,225000.0,4,1.75,1420,10300,2.0,1420,0,1950,1420,10300
10022,3339900640,200000.0,3,2.25,1230,7420,1.5,1230,0,1913,1260,7556
9209,7853301240,443500.0,3,2.5,2170,5866,2.0,2170,0,2006,2440,5798
2312,943100262,260000.0,3,1.0,1190,11120,1.0,1190,0,1947,1230,12720
12614,7202430150,740000.0,4,2.5,3360,15091,2.0,3360,0,1997,1930,9936
8645,3558000120,329950.0,4,2.5,2120,4558,2.0,2120,0,2002,2370,5506
17669,3890600150,465000.0,3,2.25,1840,5752,2.0,1840,0,2003,1670,2462
3096,7452500315,285000.0,2,1.0,1210,4895,1.0,710,500,1951,1100,6000
17195,7173700591,735000.0,3,2.25,2350,6000,1.0,1020,1330,1948,1570,5000
8229,438000015,555000.0,4,1.75,2350,5946,1.0,1350,1000,1957,2060,6000
15425,928000020,466000.0,3,2.25,1880,7279,1.0,1280,600,1962,2020,8274
16618,3830700010,369000.0,4,2.5,2370,6557,2.0,2370,0,1998,2370,7378
19920,3845100640,411605.0,4,2.5,2658,3960,2.0,2658,0,2014,2578,4200
18107,6675500112,330000.0,3,1.0,960,7218,1.0,960,0,1969,1580,9104
21113,1773100920,320000.0,3,3.25,1480,1192,2.0,1180,300,2013,1330,1094
12847,9485940330,339950.0,3,2.5,2390,34041,1.0,1840,550,1984,2460,35686
8094,5561000600,525000.0,3,2.5,2190,34528,2.0,2190,0,1994,2460,37901
17683,1786830090,599000.0,3,2.0,2560,14680,1.0,1330,1230,1987,2390,13848
17554,2011000020,265000.0,3,1.75,1630,5999,1.5,1630,0,1985,1540,7500
20723,8024200681,425000.0,3,1.5,1400,1022,3.0,1400,0,2007,1270,1205
3821,5452301810,1575000.0,5,3.75,4220,9240,2.0,3420,800,1991,3380,9240
1644,5515600075,299000.0,3,1.0,1510,142803,1.0,1510,0,1974,1330,46609
20828,357000135,1900000.0,4,2.5,3070,7830,2.0,1970,1100,2009,2440,4682
16262,2541100010,600000.0,4,2.5,2250,11370,2.0,2250,0,1991,2190,9611
12025,1090000036,756450.0,4,2.0,3210,8400,1.5,2040,1170,1914,2540,6458
3578,3459100300,405000.0,3,1.5,1880,7400,1.0,1480,400,1968,1820,8660
103,2450000295,1088000.0,3,2.5,2920,8113,2.0,2920,0,1950,2370,8113
17865,162500015,362500.0,5,2.0,2330,8586,1.0,1270,1060,1961,1550,8287
17516,2592210290,870000.0,4,2.5,2650,12001,2.0,2650,0,1984,2880,14054
3045,5101405265,445000.0,4,2.5,2170,5257,2.0,2170,0,1989,1430,7528
4484,1122069019,728000.0,4,3.5,3490,87497,2.0,3490,0,2001,2400,55657
8928,7501000220,950000.0,4,2.5,3360,11548,2.0,3360,0,1988,3400,14091
10924,1310900140,305000.0,4,2.25,2210,9371,2.0,2210,0,1968,2300,11584
8658,3298700941,260000.0,3,1.0,1200,4592,1.0,800,400,1950,940,4440
19459,1972200382,387000.0,2,1.5,1010,948,3.0,1010,0,1999,1330,1318
5076,5100402764,740000.0,3,1.0,1230,6380,1.5,1230,0,1927,1250,6380
6128,2623069069,775000.0,3,2.5,2620,241200,1.5,2620,0,1998,2620,172933
16887,6372000280,560000.0,3,3.5,1560,2198,2.0,1180,380,2006,1550,1467
19714,4305600240,505000.0,4,2.5,2420,5006,2.0,2420,0,2013,2750,5471
8390,2767602094,565000.0,3,2.25,1520,1221,3.0,1520,0,2013,1550,4750
5483,2500600289,130000.0,2,1.0,790,7500,1.0,790,0,1951,1560,7794
19950,7203160090,743000.0,4,2.75,3410,5838,2.0,3410,0,2012,3420,7048
7698,3521069146,485000.0,3,2.5,3340,70131,2.0,2420,920,1994,2760,116740
6335,824059321,1965220.0,4,3.5,4370,8510,2.0,3610,760,2003,2960,10347
17588,9348700610,800000.0,4,3.75,3370,6766,2.0,3370,0,2005,3530,6766
7530,7228501745,935000.0,4,2.0,1220,7489,2.0,1220,0,1903,1220,3750
6926,6021503656,375000.0,3,2.5,1330,1064,3.0,1330,0,2004,1330,1113
15005,5437400630,625000.0,4,2.25,1920,8259,2.0,1920,0,1979,2030,8910
19105,2207100740,463000.0,3,1.0,1250,7700,1.0,1250,0,1955,1520,7700
9100,7202000220,426000.0,4,1.5,1470,5850,1.0,810,660,1973,1290,7300
8538,629811340,770000.0,4,3.0,2800,9127,2.0,2800,0,1999,2780,8165
19234,1324079029,200000.0,3,1.0,960,213008,1.0,960,0,1933,1520,57499
5226,418000010,227450.0,2,1.0,660,6509,1.0,660,0,1952,970,5713
5916,6303400290,170000.0,2,1.0,860,8636,1.0,860,0,1924,1100,8636
11606,4139910030,1300000.0,5,2.5,4170,33310,2.0,4170,0,1991,4670,37960
3461,3023039066,329500.0,3,1.0,1810,13068,1.0,1360,450,1941,1400,13068
13601,8698600395,150000.0,2,1.0,1250,5208,1.0,1050,200,1951,1030,5354
57,2799800710,301000.0,3,2.5,2420,4750,2.0,2420,0,2003,2690,4750
15840,7351200050,1335000.0,4,1.75,2300,13342,1.5,2300,0,1934,2500,13342
20670,8564860270,502000.0,4,2.5,2680,5539,2.0,2680,0,2013,2680,5992
7303,2591830020,348000.0,4,2.5,2720,7697,1.0,2120,600,1987,2340,7700
16038,4139420430,1365000.0,5,3.5,4210,17258,2.0,4210,0,1995,4630,17909
7585,9828201725,387500.0,4,1.0,1320,4440,1.5,1320,0,1929,1260,4440
14786,2420069604,255000.0,3,2.5,1720,6200,2.0,1720,0,2014,1710,9520
3261,7224000315,256000.0,3,1.0,880,5375,1.0,880,0,1924,980,4838
12884,3861470120,1610000.0,4,2.75,4270,25807,2.0,4270,0,1996,3860,20723
13063,3222069151,338950.0,3,1.75,1610,22496,1.0,1610,0,1974,2050,35772
7729,3869900155,340000.0,2,2.0,1250,1178,2.0,980,270,1996,1270,1242
9897,123039346,335000.0,3,1.75,1260,17000,1.0,1260,0,1994,1540,7213
17507,305010050,665000.0,4,2.5,2510,5936,2.0,2510,0,1998,2760,6060
8470,2141340040,649950.0,3,2.5,2150,15304,2.0,2150,0,1979,2540,10507
15001,7504021310,525000.0,3,2.5,2970,11985,1.0,1770,1200,1995,2990,12049
7946,2436700315,441500.0,2,1.75,1010,4000,1.5,1010,0,1919,1470,4000
2943,8732750100,325000.0,4,3.5,2630,3435,1.5,1640,990,1984,1920,2435
2301,3298201290,370000.0,3,1.0,940,7910,1.0,940,0,1959,1000,7700
13846,9241900150,950000.0,3,2.5,3080,8448,2.0,3080,0,2000,2500,6400
15329,1180005220,225000.0,2,1.0,1070,6000,1.0,1070,0,1922,1910,6000
17229,5540000050,299000.0,3,2.5,2210,10119,1.0,1450,760,1966,2110,10119
10700,9211520400,274900.0,4,1.75,1840,10528,1.0,1210,630,1990,1620,9331
11985,2623029078,437000.0,5,2.0,2120,137565,1.5,2120,0,1913,2120,157123
379,7132300695,435000.0,3,1.5,1300,3348,1.5,1300,0,1904,1590,2577
18170,6430500219,415000.0,1,1.0,1230,3774,1.0,830,400,1924,1300,3774
3310,6084200100,400000.0,3,2.5,2120,3742,2.0,2120,0,2006,2250,4696
5140,7140200280,250000.0,4,2.75,1910,7700,1.0,1000,910,1980,1880,7875
13712,3904910610,700000.0,4,2.5,2490,7694,2.0,2490,0,1987,2140,8126
15231,7625701900,467500.0,2,1.75,1490,4800,1.0,750,740,1918,1400,6000
11072,9432900560,290000.0,3,2.5,2360,8764,2.0,2360,0,1991,2360,8746
4610,1388600110,245000.0,3,2.0,1490,7929,1.0,1490,0,1989,1650,7929
14826,9126101201,365000.0,2,1.0,680,4800,1.0,680,0,1917,1610,4800
11794,4224100030,372000.0,4,2.5,2520,9604,2.0,2520,0,1990,2540,9793
927,1109000390,420000.0,3,1.5,2390,4600,2.0,1750,640,1920,1690,5220
8332,3336000296,250000.0,4,1.5,1220,4900,1.0,1220,0,1942,1410,3000
8854,7504100590,725000.0,4,2.25,3180,9600,2.0,3180,0,1984,2840,10739
16885,2025701060,264500.0,3,2.25,1370,7087,2.0,1370,0,1993,1400,6600
16196,7527410080,585083.0,5,2.75,2910,36250,1.0,1590,1320,1977,2910,37376
15447,7304301045,257000.0,2,1.0,770,11084,1.0,770,0,1947,1010,11084
16540,2591840050,419625.0,4,2.5,2680,11590,2.0,2680,0,1988,2580,8225
4397,2767602490,551000.0,3,1.0,940,1948,1.0,940,0,1900,1700,5000
18005,5494000040,1444000.0,4,2.75,2660,9547,1.0,1930,730,1968,2410,10001
399,2473251090,269900.0,4,1.75,1530,8750,1.5,1530,0,1968,1390,8750
5115,3825500080,470000.0,4,2.75,2310,7350,1.0,1670,640,1989,2600,6077
21373,2309710150,325000.0,4,3.25,2800,5291,2.0,2800,0,2011,2380,5291
3388,8901001335,637000.0,4,2.75,2850,7510,2.0,2850,0,2008,1510,8833
2503,1781500435,575000.0,3,1.75,1580,7344,1.0,1580,0,1911,1580,6207
12092,8835220200,299000.0,2,1.5,1160,3838,2.0,1160,0,1983,1410,3780
10590,4037500335,455000.0,4,2.25,1740,8449,1.0,1170,570,1958,1980,11175
9666,1338300180,1395710.0,4,2.25,3960,8640,2.0,2630,1330,1925,3850,8640
12927,7968000120,290000.0,4,2.5,2000,13300,1.0,1200,800,1968,1800,9810
8799,686050100,975000.0,4,3.5,3130,52322,2.0,2430,700,2011,3200,5820
6788,1180008315,212000.0,3,1.0,1040,6800,1.0,1040,0,1951,1430,6080
16573,1657300280,438500.0,3,2.25,3050,10689,2.0,3050,0,1988,2697,10925
15944,7856600170,981000.0,4,2.5,2110,10100,1.0,2110,0,1968,2230,10100
17437,4154303125,650000.0,3,1.75,2330,7200,1.0,1320,1010,1950,1820,7200
5553,3295730050,569000.0,3,2.5,2150,8060,2.0,2150,0,1995,2150,7172
3776,1777500090,680000.0,6,2.5,3180,9375,1.0,1590,1590,1967,2670,9625
5351,203600470,620000.0,4,2.5,2690,32780,2.0,2690,0,1998,2840,36555
5165,6673050020,300000.0,6,2.5,2590,11250,1.0,1390,1200,1978,2270,8360
5382,8731980680,329000.0,3,2.75,1920,7700,1.0,1320,600,1978,2040,8000
12406,2273600260,628000.0,3,2.25,1720,8521,1.0,1140,580,1984,1530,8692
2497,1000102,300000.0,6,3.0,2400,9373,2.0,2400,0,1991,2060,7316
6162,4197400005,455000.0,4,2.25,2450,21000,1.0,1650,800,1954,1820,12480
7680,3378100100,345000.0,4,1.5,1540,7168,1.0,1160,380,1964,1540,7176
9515,7856620210,812500.0,4,2.75,2810,10300,1.0,1810,1000,1978,2710,9900
11068,9275700765,870000.0,4,2.5,3340,12248,2.0,2470,870,1998,2110,5679
9754,1246700136,405000.0,3,1.5,1280,9600,1.0,1280,0,1960,1510,10005
4290,4239400740,192950.0,3,1.0,1170,3330,2.0,1170,0,1969,1090,3330
6647,3306300630,212000.0,3,1.75,1100,9750,1.0,1100,0,1967,1100,9900
6307,2524049056,950000.0,3,3.25,3330,15093,2.5,3330,0,1988,4340,20031
4653,2023049245,296000.0,4,1.5,1370,9750,1.0,1070,300,1953,1540,9789
2616,3210400340,279900.0,3,1.75,1580,8151,1.0,1100,480,1962,1650,8151
467,2621760350,325000.0,4,2.5,1850,7324,2.0,1850,0,1997,2100,7329
14006,526059183,405000.0,4,2.25,1970,15743,1.0,1370,600,1962,2390,11336
16950,8078460050,730000.0,4,2.5,2740,11975,2.0,2740,0,1991,2310,9068
5194,7504110050,669950.0,4,2.5,2670,11877,2.0,2670,0,1996,2430,11333
8045,3876312840,408000.0,3,1.75,1970,7100,1.0,1590,380,1976,1790,7455
19762,9268850350,304500.0,4,2.0,1350,942,3.0,1350,0,2008,1390,942
3277,8085400490,1306000.0,5,2.5,2770,8100,2.0,2770,0,2002,2070,8100
10557,2722059185,445000.0,4,2.5,2360,81892,1.0,2360,0,2000,1730,18096
21222,3644100101,374000.0,2,1.5,1260,1575,2.0,1260,0,2001,1220,1740
11159,1321700030,575000.0,4,2.5,4620,20793,2.0,4620,0,1991,3640,20793
6670,5608000630,1515000.0,4,4.0,4500,11795,2.0,4500,0,1991,3930,11576
21460,825059349,1020000.0,4,3.5,3770,8501,2.0,3770,0,2008,1520,9660
11481,6083000071,195000.0,3,2.0,1230,8235,1.5,1230,0,1959,1080,10281
12215,9164100105,570000.0,3,1.0,1700,4750,1.5,1200,500,1909,1550,4750
16602,1425059145,455000.0,2,1.5,1310,12196,1.5,1310,0,1970,2970,12196
18299,5210200184,452000.0,2,1.75,1740,5400,1.0,990,750,1946,1980,5400
10549,9477201370,440000.0,3,1.75,1760,8025,1.0,1230,530,1976,1590,7543
7203,2927600630,995000.0,4,3.5,2780,9550,2.0,2530,250,1978,2724,10634
15278,2619920170,765000.0,4,2.5,3230,4290,2.0,3230,0,2004,3220,5083
14313,1560930450,567500.0,3,2.5,3090,67082,2.0,3090,0,1990,3650,62290
11550,2896000510,490000.0,4,2.5,2120,7820,1.0,1280,840,1975,2350,8605
20558,3034200067,620000.0,4,2.5,2730,9260,2.0,2730,0,2008,2730,7357
18246,4025300360,349500.0,3,2.0,1130,16875,1.0,1130,0,1947,1600,14300
4724,3362401295,630000.0,2,1.75,1260,5300,1.0,840,420,1951,1280,3000
7499,2391600555,406500.0,2,1.0,870,5750,1.0,870,0,1947,1100,5750
12308,7550801170,429000.0,4,1.0,1350,3333,1.5,1350,0,1912,1530,5000
7732,5347200175,299800.0,2,1.0,1310,2814,1.0,810,500,1944,1300,1344
16532,8910500471,407000.0,3,1.0,1140,7785,1.0,1140,0,1954,2080,10620
10117,7199340560,460000.0,3,2.0,1600,7350,1.0,1600,0,1979,1600,7200
14539,9266700175,415000.0,2,1.0,880,5100,1.0,880,0,1941,980,5100
11048,808300270,450000.0,4,2.5,2520,8515,2.0,2520,0,1999,2130,6930
3,2487200875,604000.0,4,3.0,1960,5000,1.0,1050,910,1965,1360,5000
12543,8728100781,375000.0,3,1.5,1100,1751,2.0,940,160,2007,1380,1751
2028,5379804888,380000.0,4,1.75,1740,9150,1.0,1740,0,1974,1540,9147
2182,6619510060,499000.0,4,3.0,2030,12675,2.0,2030,0,1982,1990,7705
6231,5416500680,449000.0,4,2.5,2960,6031,2.0,2960,0,2005,2570,5012
13885,1862400087,475000.0,3,1.75,1520,8100,1.0,760,760,1945,1040,8100
10537,2126049277,500000.0,3,1.75,1800,7199,1.0,1300,500,1972,1800,8100
11822,4137000070,319950.0,3,2.5,2240,7500,2.0,2240,0,1985,2190,7506
1732,8081500060,1928000.0,4,3.25,4280,20296,2.0,4280,0,1984,3420,16351
13176,686800065,667500.0,3,1.75,2130,20423,1.0,2130,0,1953,2370,20875
12895,5561100180,645000.0,5,2.25,3340,52476,2.0,3340,0,1975,2460,48351
2392,798000342,300000.0,3,2.5,1830,12750,2.0,1830,0,1991,1610,10000
15399,5603700095,655275.0,3,1.75,2050,11856,1.0,1460,590,1962,2670,11856
16951,7151700585,1225000.0,5,2.25,3440,5000,2.0,3440,0,1901,2822,5000
10392,8129700565,601450.0,2,3.25,1840,1500,3.0,1840,0,2001,1910,2500
11451,2782100260,647000.0,4,2.5,2390,5800,2.0,2390,0,2000,2590,6507
18283,7011201106,425000.0,2,1.5,830,1241,2.0,830,0,2005,1610,2666
12099,2423069084,590000.0,4,2.75,2400,104108,2.0,2400,0,1988,2270,54450
4609,8141300300,293000.0,4,2.5,2019,4435,2.0,2019,0,2008,1950,4800
20946,6601200040,280000.0,4,2.5,1934,5677,2.0,1934,0,2013,1919,5049
18907,290200230,676000.0,4,2.5,2800,5368,2.0,2800,0,2003,2790,5368
18417,1423900220,252000.0,4,1.75,1120,8250,1.0,1120,0,1966,1330,7975
17714,7303200450,242000.0,3,1.75,1500,7560,1.0,1500,0,1979,1500,7560
19453,3755100220,300000.0,3,1.75,1310,9761,1.0,1310,0,1967,1490,9600
16278,796000235,209950.0,2,1.0,1050,6250,1.0,840,210,1943,1310,12500
11598,7237501040,1200000.0,4,3.5,4170,9748,2.0,4170,0,2004,4560,10589
42,7203220400,861990.0,5,2.75,3595,5639,2.0,3595,0,2014,3625,5639
5180,9285800275,835000.0,3,2.25,2520,6690,2.0,1700,820,1944,1990,5792
9748,2061100435,499950.0,3,1.0,1440,5580,1.5,1440,0,1908,2010,5580
4730,6414100025,538000.0,4,2.5,3260,10032,1.0,1960,1300,1978,1802,7249
18328,5317100750,2920000.0,4,4.75,4575,24085,2.5,3905,670,1926,3900,9687
795,6145601000,429950.0,4,1.0,1760,7216,1.0,1090,670,1947,1180,3844
7765,5634500775,615000.0,4,1.5,2650,34000,2.0,2650,0,1930,1960,34000
396,7375300160,530000.0,5,2.25,2720,8800,1.0,1500,1220,1958,2110,8800
8122,9558050360,544800.0,5,2.75,3190,5857,2.0,3190,0,2004,3100,5857
5503,4151800420,657500.0,3,1.75,980,6002,1.0,980,0,1942,1150,6054
12830,3751600146,166000.0,1,1.0,1120,17332,1.0,1120,0,1988,1280,17334
16069,5302400080,535000.0,4,2.5,2360,15008,1.0,1920,440,1986,2680,15344
16734,357000005,500000.0,4,2.0,1680,3813,2.0,1680,0,1900,2540,3996
21492,7283900306,400000.0,3,2.5,1910,4408,3.0,1910,0,2007,1910,8154
11885,3738900105,350000.0,3,1.0,1130,8201,1.0,1130,0,1948,1180,8203
17527,6822100305,465000.0,3,1.75,1720,5280,1.0,900,820,1943,1600,6000
8187,7436000205,665000.0,3,1.0,1260,24550,1.5,1260,0,1937,2500,12320
8361,3295730040,587000.0,3,2.5,2150,5193,2.0,2150,0,1995,2150,7172
9038,1526300015,397990.0,3,1.0,1180,11862,1.0,1180,0,1948,1540,8100
15716,3294700101,295000.0,2,1.75,1050,6500,1.5,1050,0,1925,1320,10075
18187,8864000970,273500.0,4,1.0,1360,6000,1.0,1020,340,1944,1230,6000
9020,5469502700,489990.0,5,2.25,2440,20828,1.5,2440,0,1975,2670,14472
407,8078520310,278500.0,3,2.0,1570,5250,1.0,1570,0,1998,1570,5250
15239,6154900130,340000.0,2,1.0,860,7102,1.0,860,0,1947,1450,7102
46,8945200830,210490.0,3,1.0,990,8528,1.0,990,0,1966,1228,8840
21427,1085623630,436952.0,4,2.5,2708,4772,2.0,2708,0,2014,2502,4900
4702,4013800131,267500.0,2,1.0,1747,12250,2.5,1747,0,1948,1620,10300
7132,2287000010,713400.0,3,2.25,1810,9845,1.0,1810,0,1959,1900,10083
3002,546000930,669500.0,4,2.25,2500,4046,1.5,1520,980,1940,1410,4046
9872,4051100390,240000.0,3,1.0,1310,7125,1.0,1310,0,1978,1650,7290
7870,7203100120,680000.0,4,2.75,2500,4950,2.0,2500,0,2010,2500,4950
14544,7523850150,325250.0,4,2.75,2130,9339,1.0,1330,800,1991,2090,7628
7786,3826000665,305000.0,4,1.75,2200,8100,1.5,1400,800,1942,1520,8100
10795,1311800560,209000.0,3,1.75,1250,8084,1.0,1250,0,1967,1340,7680
11527,2877102180,505000.0,2,1.0,1020,5000,1.0,1020,0,1916,1480,5000
12844,3221059044,799950.0,4,3.5,4220,196817,2.0,4220,0,1993,2500,195395
8406,9169600110,510000.0,3,1.5,1730,6240,1.0,1000,730,1954,1620,6240
14765,9510920040,780000.0,3,2.5,2940,15875,2.0,2940,0,1994,2980,15875
12885,8813400155,808000.0,8,3.75,3460,4600,2.0,2860,600,1987,2170,3750
16392,3896100130,1538000.0,3,2.25,2880,7599,1.0,1710,1170,1958,2920,12401
18552,2568200740,720000.0,5,2.75,2860,5379,2.0,2860,0,2005,2980,6018
12434,1217000340,185000.0,3,1.0,1840,8100,1.0,920,920,1953,1250,8100
16271,6430500086,341000.0,3,1.0,940,4200,1.0,940,0,1955,1380,4080
9647,5634500234,554990.0,3,2.5,2100,6092,2.0,2100,0,2013,2250,8592
7488,825049073,441000.0,2,1.5,1190,3400,1.0,990,200,1919,1410,3150
14829,2391601445,840000.0,3,3.0,3570,6250,2.0,2710,860,1985,2550,7596
14012,7881500330,515000.0,3,1.75,1900,5000,1.0,950,950,1925,1420,5000
3108,1721801591,89950.0,1,1.0,570,4080,1.0,570,0,1942,890,5100
2485,2473390710,340500.0,3,1.75,1810,10463,1.0,1810,0,1969,1620,8551
11640,5634500891,319900.0,2,1.0,1380,9251,1.0,1380,0,1940,1870,12158
11149,5515600163,420000.0,5,2.25,3070,64033,1.0,2730,340,1983,1560,28260
3366,2560805630,242500.0,3,2.25,1770,10000,1.0,1340,430,1978,1270,5055
17263,8078350280,613500.0,3,2.5,2350,7035,2.0,2350,0,1989,2270,7192
16480,9477201060,380500.0,3,1.0,1410,7854,1.0,1410,0,1971,1460,7500
16606,8827901350,685000.0,3,1.75,2720,4720,1.5,1580,1140,1925,1660,4640
12566,3560800040,400000.0,2,1.75,960,6200,1.0,960,0,1946,1000,6000
2483,3034200370,543000.0,4,2.5,2060,8451,2.0,2060,0,1995,2060,9460
9345,1328300040,317500.0,6,1.75,2540,8400,1.0,1340,1200,1977,1900,7695
4977,2483200010,690000.0,3,1.75,2070,6000,1.0,1340,730,1955,2200,6000
6245,6071800480,271950.0,3,1.5,1220,8400,1.0,1220,0,1962,2110,9119
4333,6200017,281000.0,3,1.0,1340,21336,1.5,1340,0,1945,1340,37703
20428,8149600065,844000.0,4,3.5,3350,6350,2.0,2610,740,2009,1820,6350
4509,3362400615,400000.0,3,1.0,1350,3090,1.5,1350,0,1914,1350,3090
5815,7518502945,524950.0,3,1.75,1890,3825,1.0,1290,600,1974,1320,3825
14514,8001210120,234500.0,4,2.5,1960,7875,1.0,1220,740,1978,2030,7650
12246,8682280340,490000.0,2,1.75,1440,6265,1.0,1440,0,2005,1810,5209
14822,3623500408,2600000.0,3,3.0,3410,16015,2.0,2220,1190,1973,3760,16572
2319,3764650070,471000.0,3,2.5,2010,4059,2.0,2010,0,1998,2010,5779
6933,7937600380,435000.0,4,2.0,1960,50112,1.0,1050,910,1963,2340,44967
8726,923000580,614000.0,4,2.75,2760,8160,1.5,1780,980,1940,2720,8160
16491,217500005,444950.0,3,2.5,2020,7800,1.0,1330,690,1958,1870,7800
584,5419800510,268500.0,4,1.75,1420,7500,1.0,1080,340,1981,1500,7260
8327,8562901250,516000.0,4,2.75,2210,10800,1.0,1170,1040,1997,2210,10800
9392,2212200100,229950.0,4,2.5,2150,7670,1.0,1240,910,1976,1610,7350
12111,2310100240,315000.0,3,2.5,2240,6097,2.0,2240,0,2002,2240,5574
2622,8582010240,606000.0,4,2.5,2110,13850,2.0,2110,0,1987,2520,10194
17326,8651410670,189950.0,3,1.0,920,6460,1.0,920,0,1969,920,4770
17927,3330501645,260000.0,3,1.0,1150,3090,1.0,1150,0,1910,1150,5664
2602,8113101232,343000.0,2,1.0,1180,9261,1.0,940,240,1957,1700,6325
9854,7849202190,235000.0,0,0.0,1470,4800,2.0,1470,0,1996,1060,7200
9504,1864700300,347500.0,4,2.5,1970,7098,2.0,1970,0,2007,1970,5361
708,5231000060,310000.0,3,1.75,1490,7150,1.0,1490,0,1967,1350,9100
819,1565900070,246500.0,3,2.0,1430,8919,1.0,1430,0,1992,1580,8919
2702,7555220140,675000.0,4,2.75,2240,8937,1.0,1460,780,1976,2360,9038
8064,7518505160,417000.0,2,1.0,1190,5100,1.5,1190,0,1928,1920,5100
6628,3322049005,850000.0,4,2.75,5440,239580,1.0,2720,2720,1969,1970,40392
1822,808300550,453250.0,4,2.5,2260,6300,2.0,2260,0,2001,2300,6300
9356,66000265,370000.0,2,1.0,820,6550,1.0,820,0,1949,1640,6550
15471,2880100675,400000.0,2,1.0,980,2130,1.0,860,120,1918,980,2800
4258,1524079156,435000.0,5,2.25,1970,15247,1.0,1450,520,1986,1300,10800
17459,3625700010,1870000.0,5,4.0,4510,15175,2.0,4510,0,1969,3510,13500
10612,3259400024,340000.0,3,2.0,1150,700,2.0,800,350,2000,1060,1910
1722,3205000310,345000.0,3,1.0,1340,9339,1.0,1340,0,1960,1310,9350
5575,807800190,245000.0,3,1.75,2350,12720,1.0,1180,1170,1964,1680,10400
18298,2783600210,445000.0,3,1.75,1850,16863,1.0,1280,570,1980,1790,9000
7731,9290870040,775000.0,4,2.5,3220,38448,2.0,3220,0,1993,3090,38448
13054,2561360120,475000.0,3,2.0,1230,11502,1.0,1230,0,1984,1660,11727
14214,8857100180,350000.0,3,2.25,1410,1340,2.0,1370,40,1967,1730,2748
11015,4388000070,186000.0,3,1.75,1460,7967,1.0,1040,420,1977,1460,6835
11379,3860900003,1170000.0,4,2.5,2570,6251,2.0,2570,0,2000,2570,9588
20361,1176001119,609500.0,3,1.75,1590,1113,3.0,1590,0,2014,1520,1357
18364,6084600330,260000.0,3,1.75,1670,8511,1.0,1340,330,1985,1580,7218
4156,7985000100,222000.0,3,1.75,1240,7560,1.0,1070,170,1967,1650,7560
16116,8026200080,372000.0,4,1.75,1890,10550,1.0,1010,880,1969,1930,7291
5314,3210600010,635000.0,3,2.25,1940,7482,1.0,1240,700,1964,2340,9310
6872,7558300170,439000.0,3,2.25,1830,13477,1.0,1170,660,1981,1960,11344
644,7852180340,430000.0,3,2.5,2360,6699,2.0,2360,0,2003,2360,4744
14281,524069011,622500.0,3,2.5,2290,14374,2.0,2290,0,1983,2290,33450
14770,3361401011,110000.0,2,1.0,600,6120,1.0,600,0,1943,1060,6120
16176,6117502455,375000.0,3,1.0,1190,9486,1.0,1190,0,1953,2100,10400
3635,5602000025,251000.0,3,2.0,1200,10212,1.5,1200,0,1949,1280,10212
